DISTRICT,CONSTITUENCY,SUBCOUNTY,PARISH,STATION_NAME,Females,F_18.24,F_25.30,F_31.34,F_35.39,F_40.44,F_45.49,F_50.54,F_55.59,F_60.64,F_65.up,Males,M_18.24,M_25.30,M_31.34,M_35.39,M_40.44,M_45.49,M_50.54,M_55.59,M_60.64,M_65.up,Original_Station_ID_2016
KAMWENGE,KIBALE COUNTY,KAMWENGE,KYABANDARA,KYABANDARA PRI. SCH.,253,56,47,24,26,21,19,13,15,12,20,230,50,54,28,24,19,15,13,3,11,13,O-46-53-3-18-2
KAMWENGE,KIBALE COUNTY,KAMWENGE,KYABANDARA,RUBONA C.O.U,171,48,24,15,21,12,11,15,9,6,10,143,45,28,7,15,14,12,4,8,3,7,O-46-53-3-18-3
KAMWENGE,KIBALE COUNTY,KAMWENGE,KYABANDARA,GOOD FOUDATION NURSERY SCH.,111,32,18,6,10,10,10,13,6,2,4,117,28,25,12,6,14,10,6,6,6,4,O-46-53-3-18-4
KAMWENGE,KIBALE COUNTY,KAMWENGE,KYABANDARA,KITEWURIZI C.O.U,80,16,13,10,8,7,7,4,7,6,2,63,11,13,6,5,8,12,5,2,1,0,O-46-53-3-18-5
KAMWENGE,KIBALE COUNTY,KAMWENGE,NKONGORO,NKONGORO HEALTH UNIT,346,81,66,41,34,26,27,25,15,11,20,305,65,74,30,25,32,13,25,11,9,21,O-46-53-3-19-1
KAMWENGE,KIBALE COUNTY,KAMWENGE,NKONGORO,KASOGA CHURCH SCHOOL,129,34,26,10,8,16,10,8,7,4,6,111,32,24,7,11,6,3,6,9,4,9,O-46-53-3-19-3
KAMWENGE,KIBALE COUNTY,KAMWENGE,NKONGORO,NYAKASHARA CATHOLIC CHURCH,301,84,55,27,28,21,20,16,17,11,22,261,68,46,33,42,14,14,14,10,9,11,O-46-53-3-19-4
KAMWENGE,KIBALE COUNTY,KAMWENGE,NKONGORO,SOWETO PENTECOSTAL CHURCH,171,34,33,16,21,15,13,9,5,14,11,141,35,25,17,19,11,13,5,1,6,9,O-46-53-3-19-5
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KABURISOKE WARD,KABURISOKE T/CENTRE,208,40,41,16,30,17,16,12,10,8,18,201,41,38,21,29,25,12,13,6,4,12,O-46-53-5-27-2
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KABURISOKE WARD,KIMULI-KIDONGO P/SCHOOL,192,49,30,20,29,20,7,10,13,9,5,196,47,37,23,28,17,12,6,8,7,11,O-46-53-5-27-3
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KABURISOKE WARD,KIDONGO C.O.U,292,76,62,31,32,25,14,21,10,7,14,259,66,54,20,25,14,20,18,10,8,24,O-46-53-5-27-4
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KABURISOKE WARD,KAMWENGE TOWN COUNCIL HEADQUARTERS,466,116,146,67,56,19,27,10,8,7,10,421,82,110,48,61,41,27,21,19,3,9,O-46-53-5-27-1
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KAMWENGE WARD,KARITUSI VICTORY CHURCH,335,91,76,45,33,28,16,20,13,4,9,263,51,65,31,38,29,17,11,7,5,9,O-46-53-5-28-1
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KAMWENGE WARD,KAMWENGE SOCIAL HALL,276,68,84,30,35,19,14,9,7,7,3,272,57,78,43,32,25,12,10,8,2,5,O-46-53-5-28-2
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KAMWENGE WARD,KAMWENGE RAILWAYS STATION,272,60,54,41,37,23,23,11,6,4,13,219,40,43,20,26,31,19,14,11,6,9,O-46-53-5-28-4
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KAMWENGE WARD,KARAMBI C. O. U.,207,57,42,28,24,14,13,6,4,8,11,157,38,26,15,19,12,16,10,4,3,14,O-46-53-5-28-5
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KAMWENGE WARD,KAMWENGE RAILWAYS PRIMARY SCHOOL,158,41,28,17,14,20,9,7,6,6,10,154,34,42,13,15,14,8,7,2,9,10,O-46-53-5-28-6
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KITONZI WARD,KAMWENGE C.O.U,243,68,51,24,25,22,9,23,6,4,11,242,72,49,22,23,21,23,7,8,5,12,O-46-53-5-29-1
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KITONZI WARD,BUSINGE CATHOLIC CHURCH,180,51,23,17,20,16,11,9,13,9,11,119,30,25,17,6,12,8,4,5,3,9,O-46-53-5-29-2
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KITONZI WARD,KYABYOOMA P/SCHOOL,348,79,57,41,35,34,19,18,14,22,29,283,75,46,31,30,29,19,18,12,10,13,O-46-53-5-29-3
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,KITONZI WARD,KAKINGA P/SCHOOL,327,90,57,34,40,24,33,9,10,14,16,301,102,58,30,26,27,20,9,8,6,15,O-46-53-5-29-4
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,MASAKA WARD,SAZA HQRS,232,62,36,26,25,26,12,16,3,7,19,185,46,30,24,18,15,14,13,7,5,13,O-46-53-5-40-1
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,MASAKA WARD,RUBONA K PRIMARY SCHOOL,178,48,25,21,16,13,22,8,7,6,12,166,50,27,17,19,16,11,7,4,6,9,O-46-53-5-40-2
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,MASAKA WARD,RUBONA CATHOLIC CHURCH,301,71,45,34,35,28,19,26,15,5,23,263,72,60,22,27,20,12,13,11,10,16,O-46-53-5-40-3
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,RWEMIRAMA WARD,KANYEGARAMIRE PLAYGROUND,259,59,31,27,35,33,18,18,9,8,21,238,63,33,26,32,24,17,15,10,7,11,O-46-53-5-43-1
KAMWENGE,KIBALE COUNTY,KAMWENGE TOWN COUNCIL,RWEMIRAMA WARD,RWEMIRAMA T/C,228,49,63,15,23,15,7,13,10,8,25,213,47,34,19,36,29,13,14,5,2,14,O-46-53-5-43-2
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KYAKARAFA,BULEMBO P. SCHOOL,268,71,38,27,24,30,25,10,13,6,24,229,66,42,14,26,17,23,14,9,6,12,O-46-53-6-26-1
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KYAKARAFA,KYAKARAFA HEALTH UNIT,358,76,61,37,41,40,31,15,19,12,26,294,74,68,29,33,18,21,15,17,7,12,O-46-53-6-26-2
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KYAKARAFA,KASOJO MOSQUE,335,98,60,33,33,30,15,20,19,7,20,216,56,52,20,22,15,8,12,7,7,17,O-46-53-6-26-3
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BIGODI,BIGODI HEALTH CENTRE,416,110,94,46,43,33,19,19,13,3,36,352,98,80,37,29,34,27,17,15,3,12,O-46-53-6-5-1
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BIGODI,KYABARYATIKA C.O.U,313,79,50,31,37,26,30,13,13,6,28,231,60,37,17,33,23,11,15,9,9,17,O-46-53-6-5-2
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BIGODI,NYABUBALE PRI. SCHOOL,239,63,39,21,23,22,14,13,8,10,26,208,50,45,25,24,18,11,5,9,6,15,O-46-53-6-5-3
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BIGODI,NKINGO C.O.U,278,66,50,39,38,27,18,13,11,6,10,252,59,48,29,34,17,21,15,8,8,13,O-46-53-6-5-5
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BUJONGOBE,BUJONGOBE T.C,367,91,69,36,40,36,26,26,10,9,24,325,88,53,42,32,31,30,14,19,3,13,O-46-53-6-30-1
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BUJONGOBE,KYAKAGUNGA CATHOLIC CHURCH,255,67,37,17,21,23,24,21,8,9,28,207,62,34,18,20,24,12,9,11,5,12,O-46-53-6-30-2
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BUJONGOBE,RWENGOBE PRI. SCHOOL,200,41,46,21,20,14,13,7,13,4,21,192,44,42,16,24,16,13,9,6,1,21,O-46-53-6-30-3
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KAHONDO,GLORY PRIMARY SCHOOL,266,72,39,21,33,23,27,19,10,10,12,226,48,56,30,15,25,9,20,8,5,10,O-46-53-6-34-1
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KAHONDO,KIPUUCU CATHOLIC CHURCH,256,57,47,27,24,15,18,22,13,8,25,198,56,33,21,20,20,11,7,9,1,20,O-46-53-6-34-2
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KAHONDO,KIHOIMA PRIMARY SCHOOL,215,64,33,17,23,19,13,15,7,12,12,187,45,43,22,21,14,13,6,4,8,11,O-46-53-6-34-3
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KAHONDO,KITWE T.C,237,58,43,23,14,23,19,13,15,11,18,197,61,42,17,16,18,15,14,6,2,6,O-46-53-6-34-4
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KANIMI,KANIMI PRIMARY SCHOOL,367,96,63,37,32,31,30,23,22,14,19,262,78,62,27,20,17,18,13,9,5,13,O-46-53-6-36-1
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KANIMI,KOBURUNGI COMMUNITY PLAYGROUND,290,76,45,30,39,23,14,15,13,16,19,225,61,35,27,24,24,13,13,7,7,14,O-46-53-6-36-2
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KANIMI,BWAKARA TRADING CENTRE,160,38,21,15,16,18,20,10,12,5,5,137,50,18,13,12,12,9,7,5,4,7,O-46-53-6-36-3
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BUSIRIBA,KIHUNGA T.C,233,54,43,21,22,20,15,18,13,7,20,189,53,33,21,19,13,14,9,9,5,13,O-46-53-6-6-1
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BUSIRIBA,BUSIRIBA PRIMARY SCHOOL,346,79,65,42,27,27,35,21,18,12,20,299,82,53,37,44,20,20,17,11,4,11,O-46-53-6-6-2
KAMWENGE,KIBALE COUNTY,BUSIRIBA,BUSIRIBA,BUSABURA C.O.U,481,121,87,41,56,51,35,25,16,11,38,390,117,74,45,38,28,24,24,11,6,23,O-46-53-6-6-3
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KINONI,MIKINDO PRIMARY SCHOOL,185,50,37,16,12,22,14,10,12,8,4,145,39,25,16,17,13,11,5,8,8,3,O-46-53-6-7-1
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KINONI,RWANJALE P. SCHOOL,422,99,96,39,47,30,29,28,16,11,27,317,73,74,38,34,31,24,11,8,8,16,O-46-53-6-7-2
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KINONI,BUNOGA P. SCHOOL,419,99,86,52,28,32,35,27,23,11,26,354,88,72,35,49,29,16,16,12,14,23,O-46-53-6-7-3
KAMWENGE,KIBALE COUNTY,BUSIRIBA,KINONI,BUNOGA T.C,207,64,36,21,27,15,13,14,7,5,5,149,35,32,22,10,16,14,5,5,7,3,O-46-53-6-7-4
KAMWENGE,KIBALE COUNTY,KABAMBIRO,KABAMBIRO,BWERANYANGI P. S.,238,60,38,25,30,20,11,19,10,10,15,202,60,32,30,20,12,18,11,9,4,6,O-46-53-7-14-1
KAMWENGE,KIBALE COUNTY,KABAMBIRO,KABAMBIRO,KABAMBIRO HEALTH UNIT,251,60,38,26,27,19,16,25,20,6,14,229,45,50,31,25,24,13,13,8,9,11,O-46-53-7-14-2
KAMWENGE,KIBALE COUNTY,KABAMBIRO,KABAMBIRO,DAMASIKO C.O.U,418,98,78,28,44,38,32,29,28,13,30,306,94,48,36,20,31,22,18,8,10,19,O-46-53-7-14-3
KAMWENGE,KIBALE COUNTY,KABAMBIRO,KABAMBIRO,RUSHANGO CATH. CHURCH,249,55,47,31,25,16,20,21,15,3,16,180,51,38,23,12,12,9,11,10,3,11,O-46-53-7-14-4
KAMWENGE,KIBALE COUNTY,KABAMBIRO,NYAMASHEGWA,NYAMASHEGWA CATHOLIC CHURCH,327,64,72,31,36,26,20,17,17,20,24,271,74,55,33,31,24,13,9,11,5,16,O-46-53-7-20-2
KAMWENGE,KIBALE COUNTY,KABAMBIRO,NYAMASHEGWA,KABAMBIRO PRIMARY SCHOOL,297,68,62,24,46,20,18,23,14,8,14,253,62,54,22,29,19,23,13,9,10,12,O-46-53-7-20-3
KAMWENGE,KIBALE COUNTY,KABAMBIRO,NYAMASHEGWA,KENGOMA CATHOLIC CHURCH,345,85,59,36,28,33,35,21,15,14,19,287,85,50,40,24,30,9,18,9,5,17,O-46-53-7-20-5
KAMWENGE,KIBALE COUNTY,KABAMBIRO,IRUHURA,KABAMBIRO CHURCH SCHOOL,380,86,72,37,43,40,21,14,29,11,27,324,97,58,33,41,24,17,15,12,11,16,O-46-53-7-31-1
KAMWENGE,KIBALE COUNTY,KABAMBIRO,IRUHURA,BWEYOGERERE MISSION CHURCH,262,63,53,28,37,17,18,20,12,4,10,229,52,49,26,24,20,20,11,11,8,8,O-46-53-7-31-2
KAMWENGE,KIBALE COUNTY,KABAMBIRO,IRUHURA,GARIRAYA PRIMARY SCHOOL,268,61,44,25,38,23,34,10,11,8,14,228,58,35,24,28,22,13,15,14,4,15,O-46-53-7-31-3
KAMWENGE,KIBALE COUNTY,KABAMBIRO,KEBISINGO,MIRAMBI PRIMARY SCHOOL,253,61,44,27,23,27,23,13,12,7,16,199,44,46,17,26,20,13,11,6,5,11,O-46-53-7-37-1
KAMWENGE,KIBALE COUNTY,KABAMBIRO,KEBISINGO,NYAMASHENGWA P/SCHOOL,202,40,41,26,21,21,17,8,11,8,9,192,45,41,28,15,10,11,16,11,6,9,O-46-53-7-37-2
KAMWENGE,KIBALE COUNTY,KABAMBIRO,KEBISINGO,KABAMBIRO S/C HQTRS,237,71,30,19,34,21,19,10,12,4,17,194,55,44,13,21,13,14,12,6,6,10,O-46-53-7-37-3
KAMWENGE,KIBALE COUNTY,KABAMBIRO,KEBISINGO,BUHUMURIRO FULL GOSPEL CHURCH,375,96,66,38,29,27,40,16,26,16,21,273,74,57,28,21,23,22,13,12,8,15,O-46-53-7-37-4
KAYUNGA,BBALE COUNTY,BBAALE,BBAALE,BBAALE EAST- AT BBAALE S/C QTRS,154,47,42,14,17,4,10,6,6,2,6,169,73,28,17,16,11,9,4,4,5,2,O-47-171-1-1-1
KAYUNGA,BBALE COUNTY,BBAALE,BBAALE,NAMIREMBE TRADING CENTRE,208,55,39,16,23,15,17,12,8,1,22,194,48,33,13,19,22,16,12,6,8,17,O-47-171-1-1-3
KAYUNGA,BBALE COUNTY,BBAALE,BBAALE,KANAMUGADDU,220,55,42,20,16,20,15,19,4,5,24,208,57,35,11,17,12,18,22,11,9,16,O-47-171-1-1-5
KAYUNGA,BBALE COUNTY,BBAALE,BBAALE,MUKONDO,217,55,39,16,23,18,18,16,7,8,17,220,65,37,19,23,22,16,11,7,6,14,O-47-171-1-1-6
KAYUNGA,BBALE COUNTY,BBAALE,BBAALE,BBAALE WEST [A-M] - AT BBAALE S/C QTRS,161,51,32,16,10,15,8,9,8,5,7,314,92,69,27,35,26,25,17,9,6,8,O-47-171-1-1-2
KAYUNGA,BBALE COUNTY,BBAALE,BBAALE,BBAALE WEST [N-Z] - AT BBAALE S/C QTRS,368,102,72,49,37,36,23,21,13,6,9,146,42,29,16,13,19,7,6,7,3,4,O-47-171-1-1-4
KAYUNGA,BBALE COUNTY,BBAALE,KAVULE,BUGEMBO TRADING CENTRE,142,22,30,20,20,13,8,14,5,3,7,191,39,29,17,30,18,13,20,10,7,8,O-47-171-1-2-1
KAYUNGA,BBALE COUNTY,BBAALE,KAVULE,NAMATAALA P/S,358,92,66,30,42,28,17,28,17,8,30,335,82,63,35,29,26,23,22,18,12,25,O-47-171-1-2-2
KAYUNGA,BBALE COUNTY,BBAALE,KAVULE,GAYAZA TRADING CENTRE,261,67,41,33,34,25,22,13,6,8,12,297,72,52,32,33,33,15,19,11,13,17,O-47-171-1-2-3
KAYUNGA,BBALE COUNTY,BBAALE,KOKOTERO,TANGOYE TRADING CENTRE,155,39,32,14,13,15,13,7,4,7,11,164,36,28,19,16,14,19,9,5,5,13,O-47-171-1-3-1
KAYUNGA,BBALE COUNTY,BBAALE,KOKOTERO,KYAKWAMBALA L.C MEETING PLACE,58,14,8,3,8,5,6,3,3,2,6,91,20,18,10,9,7,6,8,3,2,8,O-47-171-1-3-2
KAYUNGA,BBALE COUNTY,BBAALE,MISANGA,MISANGA P/S,203,55,38,17,12,19,14,17,11,2,18,269,42,68,30,29,17,19,22,15,6,21,O-47-171-1-4-1
KAYUNGA,BBALE COUNTY,BBAALE,MISANGA,NSUUBE CENTRE (CHURCH),183,42,29,20,25,12,14,12,9,8,12,201,41,26,27,23,20,17,18,10,9,10,O-47-171-1-4-2
KAYUNGA,BBALE COUNTY,BBAALE,MISANGA,MISANGA LANDING SITE,103,20,23,10,15,12,9,2,5,2,5,143,22,19,17,16,23,19,6,8,5,8,O-47-171-1-4-3
KAYUNGA,BBALE COUNTY,BBAALE,MUGONGO,MUGONGO P/S,224,62,29,16,32,26,14,11,12,3,19,239,60,47,19,28,22,17,14,8,8,16,O-47-171-1-5-1
KAYUNGA,BBALE COUNTY,BBAALE,MUGONGO,JIIRA TRADING CENTRE,207,47,45,22,27,16,17,10,8,5,10,233,43,49,31,17,21,23,9,10,10,20,O-47-171-1-5-2
KAYUNGA,BBALE COUNTY,BBAALE,NAKITOKOLO,KIKALASA CENTRE,408,112,78,38,51,32,29,20,23,6,19,487,110,100,49,64,42,40,29,19,10,24,O-47-171-1-6-1
KAYUNGA,BBALE COUNTY,GALIRAYA,KIRASA,KISARIZI T/C,281,68,59,32,28,25,22,17,12,6,12,286,50,50,32,37,27,29,19,17,8,17,O-47-171-2-10-1
KAYUNGA,BBALE COUNTY,GALIRAYA,KIRASA,KIRASA PRI. SCH.,164,37,34,18,22,14,11,8,6,6,8,177,30,23,13,17,20,17,12,11,10,24,O-47-171-2-10-2
KAYUNGA,BBALE COUNTY,GALIRAYA,NAMALERE,NAKITOMA T/C [A-M],116,34,25,13,8,6,10,6,7,2,5,331,78,63,40,38,28,19,20,12,13,20,O-47-171-2-11-1
KAYUNGA,BBALE COUNTY,GALIRAYA,NAMALERE,BWEYALE CENTRE,222,54,33,22,24,21,17,22,10,4,15,244,62,50,17,27,23,15,17,14,7,12,O-47-171-2-11-2
KAYUNGA,BBALE COUNTY,GALIRAYA,NAMALERE,NAKITOMA T/C [N-Z],462,131,80,56,47,41,31,28,15,11,22,218,60,45,22,18,23,15,14,7,3,11,O-47-171-2-11-3
KAYUNGA,BBALE COUNTY,GALIRAYA,NTIMBA,NTIMBA P/S,229,53,53,16,28,15,29,14,8,6,7,274,64,59,24,31,20,15,22,18,9,12,O-47-171-2-12-1
KAYUNGA,BBALE COUNTY,GALIRAYA,NTIMBA,KAWONGO T/C A (A-M),222,48,43,37,31,19,19,13,6,3,3,143,28,29,18,22,19,7,6,7,3,4,O-47-171-2-12-2
KAYUNGA,BBALE COUNTY,GALIRAYA,NTIMBA,KIKOOTA LANDING SITE,134,25,22,17,16,16,12,8,13,1,4,163,30,29,11,16,17,18,15,11,9,7,O-47-171-2-12-3
KAYUNGA,BBALE COUNTY,GALIRAYA,NTIMBA,KAWONGO TRADING CENTRE,295,75,64,43,36,24,20,17,9,4,3,261,45,48,53,37,28,25,13,4,4,4,O-47-171-2-12-4
KAYUNGA,BBALE COUNTY,GALIRAYA,NTIMBA,KAWONGO LANDING SITE,283,76,59,33,35,26,21,20,9,2,2,262,56,66,41,30,21,23,15,4,2,4,O-47-171-2-12-5
KAYUNGA,BBALE COUNTY,GALIRAYA,GALIRAYA,GALIRAYA GOMBOLOLA HQs,375,113,82,38,33,30,26,22,6,7,18,404,88,85,33,55,40,30,28,24,6,15,O-47-171-2-7-1
KAYUNGA,BBALE COUNTY,GALIRAYA,GALIRAYA,BUSUNGERE PRI. SCH. [A-M],159,34,31,17,25,11,10,9,8,6,8,340,89,61,33,35,34,27,22,9,7,23,O-47-171-2-7-2
KAYUNGA,BBALE COUNTY,GALIRAYA,GALIRAYA,BUSUNGERE PRI. SCH. [N-Z],442,123,77,39,54,37,26,32,14,15,25,217,69,45,18,17,16,9,9,13,5,16,O-47-171-2-7-3
KAYUNGA,BBALE COUNTY,GALIRAYA,GWERO-NAMAYUGE,BAIZO T/C,451,120,81,40,40,37,35,25,22,17,34,402,98,78,35,38,38,25,24,20,16,30,O-47-171-2-8-1
KAYUNGA,BBALE COUNTY,GALIRAYA,GWERO-NAMAYUGE,GWERO MARKET [GWERO A&B],386,104,70,35,36,32,27,27,16,9,30,310,72,77,20,28,20,26,17,13,10,27,O-47-171-2-8-2
KAYUNGA,BBALE COUNTY,GALIRAYA,GWERO-NAMAYUGE,NAMAYUGE P/S,140,50,21,8,12,14,8,6,7,5,9,115,34,29,4,7,9,8,6,5,3,10,O-47-171-2-8-3
KAYUNGA,BBALE COUNTY,GALIRAYA,GWERO-NAMAYUGE,ST. BONNY S.S.,209,50,36,20,28,17,14,21,5,8,10,216,46,35,24,21,21,14,18,9,12,16,O-47-171-2-8-4
KAYUNGA,BBALE COUNTY,GALIRAYA,GWERO-NAMAYUGE,SOKOSO PRI. SCH.,237,70,49,15,29,21,16,7,11,6,13,213,62,44,19,18,14,19,11,10,4,12,O-47-171-2-8-5
KAYUNGA,BBALE COUNTY,GALIRAYA,KASOKWE,KIRYOLA CENTRE,197,54,47,13,22,20,13,13,2,3,10,213,39,46,20,26,12,15,16,12,9,18,O-47-171-2-9-1
KAYUNGA,BBALE COUNTY,GALIRAYA,KASOKWE,KASOKWE P/S,380,100,79,36,54,34,22,24,11,7,13,330,71,61,32,30,44,38,21,16,5,12,O-47-171-2-9-2
KAYUNGA,BBALE COUNTY,GALIRAYA,KASOKWE,KINAMAWANGA P/S,53,11,12,7,4,5,5,6,1,0,2,54,4,4,5,8,9,10,10,1,1,2,O-47-171-2-9-3
KAYUNGA,BBALE COUNTY,KAYONZA,KAMUSABI,LUKONDA T/C,426,101,86,30,40,35,42,27,17,14,34,383,116,65,32,45,24,27,15,12,14,33,O-47-171-3-13-1
KAYUNGA,BBALE COUNTY,KAYONZA,KAMUSABI,BUGONYA C.O.U P/S,269,57,40,20,26,30,27,16,10,7,36,249,51,39,26,31,25,22,11,18,4,22,O-47-171-3-13-2
KAYUNGA,BBALE COUNTY,KAYONZA,KAMUSABI,LUGASA C/U,239,63,47,21,19,16,16,19,10,9,19,244,70,46,15,26,18,13,15,12,9,20,O-47-171-3-13-3
KAYUNGA,BBALE COUNTY,KAYONZA,KAMUSABI,WABUNYONYI P/S,164,35,25,17,18,13,14,8,8,8,18,149,32,26,13,18,19,9,6,3,4,19,O-47-171-3-13-4
KAYUNGA,BBALE COUNTY,KAYONZA,KAMUSABI,KAMUSABI T/C,398,108,71,25,40,30,33,25,15,9,42,400,132,70,36,36,22,17,23,21,12,31,O-47-171-3-13-5
KAYUNGA,BBALE COUNTY,KAYONZA,KAMUSABI,KASOLO CATHOLIC CHURCH,336,83,49,24,32,28,39,18,20,11,32,305,93,53,26,20,21,27,14,15,8,28,O-47-171-3-13-6
KAYUNGA,BBALE COUNTY,KAYONZA,KAMUSABI,BUGATTO R/C,175,32,21,16,15,22,19,14,12,5,19,172,54,24,6,16,13,11,12,8,7,21,O-47-171-3-13-7
KAYUNGA,BBALE COUNTY,KAYONZA,KANYWERO,NAMPANYI T/C,180,51,31,11,21,13,14,12,10,4,13,152,46,28,15,11,17,10,6,5,2,12,O-47-171-3-14-1
KAYUNGA,BBALE COUNTY,KAYONZA,KANYWERO,RWABYATA P/S,362,95,64,32,44,30,33,17,16,9,22,314,86,75,20,31,23,21,18,6,13,21,O-47-171-3-14-2
KAYUNGA,BBALE COUNTY,KAYONZA,KANYWERO,KITWE EAST T/C,504,131,103,45,59,37,37,35,16,14,27,494,143,110,42,52,39,30,19,17,10,32,O-47-171-3-14-3
KAYUNGA,BBALE COUNTY,KAYONZA,KANYWERO,WUNGA CATHOLIC CHURCH,290,79,43,30,34,21,15,22,11,9,26,269,60,45,30,26,37,16,20,12,4,19,O-47-171-3-14-4
KAYUNGA,BBALE COUNTY,KAYONZA,KANYWERO,KAZINGA T/C,212,47,43,17,28,14,17,16,4,9,17,269,48,41,35,34,26,24,13,14,7,27,O-47-171-3-14-5
KAYUNGA,BBALE COUNTY,KAYONZA,KANYWERO,TINDIANI PLAY GROUND,293,83,50,34,25,25,20,15,10,5,26,268,54,68,17,28,29,18,15,14,10,15,O-47-171-3-14-6
KAYUNGA,BBALE COUNTY,KAYONZA,KANYWERO,TAKAJUNGE,162,24,40,15,19,8,13,11,13,4,15,173,33,32,20,18,20,14,11,4,5,16,O-47-171-3-14-7
KAYUNGA,BBALE COUNTY,KAYONZA,KITWE,KYAMUGONGO C/U A,456,103,75,50,49,43,40,30,25,12,29,421,114,86,38,47,30,28,23,15,10,30,O-47-171-3-15-1
KAYUNGA,BBALE COUNTY,KAYONZA,KITWE,SALAAMA T/C,443,118,79,40,55,34,38,20,23,13,23,424,88,73,48,48,40,37,32,10,20,28,O-47-171-3-15-2
KAYUNGA,BBALE COUNTY,KAYONZA,KITWE,KYAMUGONGO C/U B,347,91,68,32,42,30,24,20,17,9,14,243,47,40,29,27,19,16,10,16,9,30,O-47-171-3-15-3
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESSA,NAKYESA C/U,238,73,51,22,20,23,10,17,8,3,11,240,74,48,28,19,19,7,11,9,6,19,O-47-171-3-16-1
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESSA,KAVULE LC MEETING PLACE,240,57,41,27,16,24,18,18,7,9,23,223,55,48,21,25,18,18,11,10,4,13,O-47-171-3-16-2
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESSA,NAMATOGONYA P/S,348,89,47,31,25,33,34,27,12,11,39,308,78,48,25,27,22,23,27,11,15,32,O-47-171-3-16-3
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESSA,NAKYESA REVIVAL CHURCH,147,39,21,12,14,14,12,7,10,4,14,134,42,25,9,11,10,10,8,4,1,14,O-47-171-3-16-4
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESSA,NAKYESA DAY & BRDG P. SCH. [A-M],146,29,33,21,19,17,7,8,2,3,7,349,106,72,29,35,35,25,17,6,10,14,O-47-171-3-16-5
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESSA,NAKYESA DAY & BRDG P. SCH. [N-Z],422,112,88,41,46,44,29,25,11,8,18,193,59,48,22,20,16,6,8,7,2,5,O-47-171-3-16-6
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESANJA,NAMANOGA C.O.U.,209,53,26,18,18,18,14,15,7,11,29,196,46,39,19,21,10,22,10,4,3,22,O-47-171-3-17-1
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESANJA,NAKYESANJA,299,84,43,25,30,32,23,21,17,10,14,326,83,62,26,33,32,29,13,16,8,24,O-47-171-3-17-2
KAYUNGA,BBALE COUNTY,KAYONZA,NAKYESANJA,KIRIMANTOOGO T/C,77,20,8,10,5,5,2,5,5,6,11,78,25,13,7,6,4,4,6,0,2,11,O-47-171-3-17-3
