Dist_no_2016,Dist_name_2016,Const_no_2016,Const_name_2016,Sbty_no_2016,Sbty_name_2016,Par_no_2016,Par_name_2016,Stn_no_2016,Station_string_2016,Reg.Voters,A.Bwanika,A.Mbabazi,B.Venansius,B.B.Biraaro,K.Besigye.K,J.Mabirizi,M.F.K.Waluube,Y.K.Museveni,T.Votes,V.Votes,Inv.Votes,NON_REP,Original_Station_ID_2016
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,22,WAGI PRI. SCHOOL,462,2,0,0,0,187,1,0,147,351,337,14,0,O-32-231-1-5-22
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,23,SSEKATAWA'S JUNCTION (NAN-Z),499,4,5,0,1,187,0,0,98,298,295,3,0,O-32-231-1-5-23
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,24,BUGOBA MT. ELIIJAH JNR SCHOOL(M - NAK),862,11,3,0,0,269,0,1,207,506,491,15,0,O-32-231-1-5-24
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,25,BUGOBA MT. ELIIJAH JNR SCHOOL(NAL - NZ),731,9,5,0,1,206,0,0,149,399,370,29,0,O-32-231-1-5-25
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,26,BUGOBA MT. ELIIJAH JNR SCHOOL(O - Z),548,3,4,0,2,233,2,0,109,354,353,1,0,O-32-231-1-5-26
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,27,AHAMADIYA PLAYGROUND (M-NAK),871,11,7,0,2,290,2,1,169,490,482,8,0,O-32-231-1-5-27
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,28,AHAMADIYA PLAYGROUND (NAL-NZ),759,5,2,0,0,191,0,1,153,405,352,53,0,O-32-231-1-5-28
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,29,AHAMADIYA PLAYGROUND (O-Z),525,4,5,0,0,218,1,1,74,326,303,23,0,O-32-231-1-5-29
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,30,GULAMA,336,4,3,0,2,131,1,1,90,235,232,3,0,O-32-231-1-5-30
32,MUKONO,231,MUKONO MUNICIPALITY,1,GOMA DIVISION,5,SEETA WARD,31,GOSHEN LAND [N-Z],765,5,3,1,0,254,2,0,217,485,482,3,0,O-32-231-1-5-31
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,1,NABUTI (A-M),718,11,11,3,0,270,1,0,110,433,406,27,0,O-32-231-3-11-1
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,2,UPPER NABUTI [A-M]-VICENT ALEX PRI. SCH,544,11,5,0,0,182,0,0,119,319,317,2,0,O-32-231-3-11-2
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,3,NSUUBE CHURCH [A-M],398,7,2,0,1,156,0,1,77,266,244,22,0,O-32-231-3-11-3
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,4,UPPER KAUGA (A - J)- CAO'S BUILDING,470,4,2,0,0,155,0,2,96,261,259,2,0,O-32-231-3-11-4
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,5,UPPER KAUGA (K - L) - CAO'S BUILDING,581,7,5,0,0,233,0,0,124,378,369,9,0,O-32-231-3-11-5
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,6,MATERNITY (A-M),453,6,1,1,0,124,0,0,100,243,232,11,0,O-32-231-3-11-6
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,7,KYUNGU [A-M],396,1,3,0,0,128,0,1,115,263,248,15,0,O-32-231-3-11-7
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,8,MUKONO HILL,437,8,1,0,3,100,0,2,75,192,189,3,0,O-32-231-3-11-8
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,9,BUGUJJU (A-M) - CATHOLIC CHURCH,828,17,5,1,1,257,1,1,144,430,427,3,0,O-32-231-3-11-9
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,10,BUGUJJU (N-N) - CANON SEGAWA,675,13,2,2,0,148,2,0,130,334,297,37,0,O-32-231-3-11-10
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,11,NABUTI (N-N),809,4,4,1,0,209,1,1,197,417,417,0,0,O-32-231-3-11-11
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,12,UPPER KAUGA (M - NAK) - CAO'S BUILDING,798,10,4,0,2,261,0,2,151,435,430,5,0,O-32-231-3-11-12
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,13,NABUTI (O-Z),274,2,5,0,0,131,1,0,39,180,178,2,0,O-32-231-3-11-13
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,14,UPPER NABUTI [N-Z]-VICENT ALEX PRI. SCH,645,16,3,0,0,202,1,0,148,376,370,6,0,O-32-231-3-11-14
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,15,NSUUBE CHURCH [N-Z],574,10,2,0,0,164,1,1,160,348,338,10,0,O-32-231-3-11-15
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,16,UPPER KAUGA (NAL - NZ) - LCV GROUNDS,544,9,3,0,0,161,2,0,114,291,289,2,0,O-32-231-3-11-16
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,17,UPPER KAUGA (O - Z) - LCV GROUNDS,514,8,1,0,0,194,1,0,82,309,286,23,0,O-32-231-3-11-17
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,18,KYUNGU [N-Z],509,2,0,0,0,116,0,1,175,302,294,8,0,O-32-231-3-11-18
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,11,NSUUBE/KAUGA WARD,19,BUGUJJU (O-Z) - CANON SEGAWA,283,3,1,0,0,89,0,1,48,161,142,19,0,O-32-231-3-11-19
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,1,NTAWO [A-M],637,6,3,0,0,215,0,0,185,428,409,19,0,O-32-231-3-17-1
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,2,BUTEBE (A - M),683,8,7,0,0,264,0,0,140,450,419,31,0,O-32-231-3-17-2
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,3,NAKABAGO [A-M],575,15,2,0,2,221,0,2,132,387,374,13,0,O-32-231-3-17-3
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,4,MULAGO [A-NAI],878,7,6,1,0,335,0,0,154,509,503,6,0,O-32-231-3-17-4
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,5,NASUUTI (A - J),464,1,2,0,0,151,0,0,89,271,243,28,0,O-32-231-3-17-5
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,6,LOWER KAUGA [A-M],532,10,6,0,0,221,1,0,93,334,331,3,0,O-32-231-3-17-6
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,7,NSAMBWE,647,5,2,0,1,247,1,2,183,442,441,1,0,O-32-231-3-17-7
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,8,INDUSTRIAL AREA [A-M],797,7,7,2,0,394,1,1,138,566,550,16,0,O-32-231-3-17-8
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,9,BUTEBE (N - Z),781,11,5,0,0,275,0,1,182,495,474,21,0,O-32-231-3-17-9
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,10,NTAWO [N-Z],881,12,4,0,1,270,0,1,286,591,574,17,0,O-32-231-3-17-10
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,11,NASUUTI (K - L),784,8,4,0,0,319,0,2,160,497,493,4,0,O-32-231-3-17-11
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,12,NAKABAGO [N-Z],773,14,6,0,1,242,0,1,190,497,454,43,0,O-32-231-3-17-12
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,13,MULAGO [NAJ-Z],861,8,6,0,0,304,1,0,171,504,490,14,0,O-32-231-3-17-13
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,14,NASUUTI (M - M),456,6,6,0,0,157,0,0,82,267,251,16,0,O-32-231-3-17-14
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,15,NASUUTI (N - NAL),744,7,3,1,1,209,0,0,177,425,398,27,0,O-32-231-3-17-15
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,16,NASUUTI (NAM - NZ),808,6,4,0,1,213,1,0,182,415,407,8,0,O-32-231-3-17-16
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,17,NASUUTI (O - Z),578,12,9,0,0,234,0,1,106,372,362,10,0,O-32-231-3-17-17
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,18,LOWER KAUGA [N-Z],629,10,2,1,1,228,0,0,119,368,361,7,0,O-32-231-3-17-18
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,17,NTAWO WARD,19,INDUSTRIAL AREA [N-Z],789,14,2,1,1,245,0,2,131,398,396,2,0,O-32-231-3-17-19
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,1,KITEGA A (A-K),839,10,3,2,1,316,0,3,136,516,471,45,0,O-32-231-3-18-1
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,2,ABIGAIL P/SCHOOL,669,14,0,0,0,214,1,2,147,397,378,19,0,O-32-231-3-18-2
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,3,BASIIMA KIKOOZA A (A - M),882,7,5,1,0,316,1,0,131,522,461,61,0,O-32-231-3-18-3
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,4,ST NOA MAWAGGALI [A-NAJ],794,7,7,0,1,283,1,1,128,448,428,20,0,O-32-231-3-18-4
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,5,LWEZA P/SCHOOL [A-M],508,8,5,0,1,216,1,1,95,359,327,32,0,O-32-231-3-18-5
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,6,MUKONO ACADEMY A,791,15,3,1,1,268,0,0,155,444,443,1,0,O-32-231-3-18-6
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,7,LUISA P/SCHOOLI,720,10,8,0,0,281,0,2,175,476,476,0,0,O-32-231-3-18-7
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,8,KIGOMBYA [A-M],596,6,6,0,0,219,0,2,113,358,346,12,0,O-32-231-3-18-8
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,9,GGUNGA,281,1,2,0,0,107,2,0,72,206,184,22,0,O-32-231-3-18-9
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,10,ST PAUL CHURCH (A - M),471,3,1,1,0,193,0,1,92,294,291,3,0,O-32-231-3-18-10
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,11,BASIIMA KIKOOZA A (N-NAM),696,5,1,1,0,174,0,0,175,388,356,32,0,O-32-231-3-18-11
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,13,NSUUBE 'A',362,2,2,0,0,117,0,0,95,221,216,5,0,O-32-231-3-18-13
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,14,BASIIMA KIKOOZA A (NAN-Z),542,5,4,0,0,187,0,1,126,337,323,14,0,O-32-231-3-18-14
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,15,NAMUMIRA,900,11,8,0,1,309,1,5,216,576,551,25,0,O-32-231-3-18-15
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,16,KITEGA A (L-M),458,0,2,1,0,195,1,3,82,292,284,8,0,O-32-231-3-18-16
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,18,KITEGA A (N-NAL),691,4,1,0,0,174,2,0,174,373,355,18,0,O-32-231-3-18-18
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,19,KITEGA A (NAM-NZ),697,10,2,0,1,182,0,2,154,385,351,34,0,O-32-231-3-18-19
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,20,KITEGA A (O-Z),463,7,3,0,0,213,0,0,59,323,282,41,0,O-32-231-3-18-20
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,21,ST NOA MAWAGGALI [NAK-Z],841,2,2,0,1,237,0,2,184,465,428,37,0,O-32-231-3-18-21
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,22,LWEZA P/SCHOOL [N-Z],743,10,3,3,0,264,1,2,202,492,485,7,0,O-32-231-3-18-22
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,23,KIGOMBYA [N-Z],800,9,1,4,1,220,0,4,196,449,435,14,0,O-32-231-3-18-23
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,18,NAMUMIRA/ANTHONY WARD,24,ST PAUL CHURCH (N- Z),680,7,0,0,0,207,2,0,132,367,348,19,0,O-32-231-3-18-24
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,1,KIRANGIRA P/SCHOOL,317,1,2,0,0,96,0,4,92,205,195,10,0,O-32-231-3-19-1
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,2,GULU A (A - M),627,9,9,0,0,281,0,0,115,424,414,10,0,O-32-231-3-19-2
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,3,AGIP-MUKONO MOSLEM P/S,682,8,3,2,1,254,0,2,152,440,422,18,0,O-32-231-3-19-3
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,4,KITETE (A - L),686,5,4,0,1,279,1,1,139,434,430,4,0,O-32-231-3-19-4
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,5,HAMU MUKASA [A-M],514,8,4,0,0,196,0,0,130,350,338,12,0,O-32-231-3-19-5
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,6,TOTAL A,829,11,2,0,0,318,0,3,182,536,516,20,0,O-32-231-3-19-6
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,7,KASANGALABI [A-M]- CATHOLIC CHURCH,458,0,2,0,0,195,0,2,93,313,292,21,0,O-32-231-3-19-7
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,8,SSAZA- AT SSEKIBOOBO P/S,855,15,9,0,1,300,0,0,173,569,498,71,0,O-32-231-3-19-8
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,9,NGANDU (A-M),762,13,6,0,0,303,0,3,153,486,478,8,0,O-32-231-3-19-9
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,10,GULU A (N - Z),896,11,9,0,0,290,1,0,187,511,498,13,0,O-32-231-3-19-10
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,11,KITETE (M - NAL),704,7,4,1,0,221,0,0,170,417,403,14,0,O-32-231-3-19-11
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,12,COLLINE-AT YMCA,425,0,5,0,0,144,0,3,88,241,240,1,0,O-32-231-3-19-12
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,13,NGANDU (N-N),882,6,5,1,1,237,0,0,248,505,498,7,0,O-32-231-3-19-13
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,14,KASANGALABI [N-Z]- CATHOLIC CHURCH,631,9,2,0,0,238,0,0,174,434,423,11,0,O-32-231-3-19-14
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,15,KIGOMBYA NORTH,878,10,5,1,3,257,2,2,210,506,490,16,0,O-32-231-3-19-15
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,16,KITETE (NAM - Z),722,2,9,1,1,254,0,0,188,463,455,8,0,O-32-231-3-19-16
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,17,HAMU MUKASA [N-Z],669,10,5,0,0,208,0,1,196,429,420,9,0,O-32-231-3-19-17
32,MUKONO,231,MUKONO MUNICIPALITY,3,MUKONO DIVISION,19,GGULU WARD,18,NGANDU (O-Z),303,3,1,0,0,140,1,0,56,206,201,5,0,O-32-231-3-19-18
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,3,MUKALE,1,CIK-ITI PRIMARY SCHOOL,542,6,8,2,3,40,4,4,252,356,319,37,0,O-33-181-1-3-1
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,3,MUKALE,2,PANYIGORO PRI. SCHOOL,633,8,18,5,0,55,1,2,298,423,387,36,0,O-33-181-1-3-2
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,3,MUKALE,3,TERALING VILLAGE,425,0,9,2,1,86,6,1,188,310,293,17,0,O-33-181-1-3-3
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,3,MUKALE,4,PANYIGORO COTTON STORE,635,7,26,2,6,47,2,2,306,426,398,28,0,O-33-181-1-3-4
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,3,MUKALE,5,AYILA FULL GOSPEL CHURCH,190,2,6,2,3,25,1,0,92,139,131,8,0,O-33-181-1-3-5
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,3,MUKALE,6,PIDA,463,2,5,1,0,31,1,0,202,323,242,81,0,O-33-181-1-3-6
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,4,PAROKETO,1,PAKECH P. SCHOOL,530,0,5,2,1,142,0,1,153,335,304,31,0,O-33-181-1-4-1
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,4,PAROKETO,2,PUVONA P. SCHOOL,754,8,20,7,4,146,5,1,264,507,455,52,0,O-33-181-1-4-2
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,4,PAROKETO,3,WORLD VISION OFFICE,666,3,16,9,5,169,2,9,262,505,475,30,0,O-33-181-1-4-3
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,4,PAROKETO,4,THE CWA JAPUR,680,6,16,8,3,183,2,1,291,532,510,22,0,O-33-181-1-4-4
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,4,PAROKETO,5,THE CWA-JUPAJAHAMBA,336,9,10,3,4,62,1,3,140,250,232,18,0,O-33-181-1-4-5
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,5,ATYAK,1,PAMITU THEMANGO,108,0,6,1,0,12,0,0,54,89,73,16,0,O-33-181-1-5-1
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,5,ATYAK,2,KITULI TEKWOGO,172,4,1,0,0,30,1,0,76,122,112,10,0,O-33-181-1-5-2
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,5,ATYAK,3,AKELA COTTON STORE,565,7,13,5,2,95,0,2,207,341,331,10,0,O-33-181-1-5-3
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,5,ATYAK,4,VURUGARUDIK CHAPEL,203,5,8,0,2,50,0,2,69,152,136,16,0,O-33-181-1-5-4
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,5,ATYAK,5,TECWA UDUBU,295,3,6,1,0,39,1,1,136,205,187,18,0,O-33-181-1-5-5
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,5,ATYAK,6,ATYAK LUGA,412,2,7,2,0,26,1,0,205,272,243,29,0,O-33-181-1-5-6
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,30,OLYEJO,1,PAROKETHO P/SCHOOL,712,3,11,4,3,118,3,1,307,482,450,32,0,O-33-181-1-30-1
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,30,OLYEJO,2,PAKALA CHAPEL,540,4,8,2,4,107,1,2,188,394,316,78,0,O-33-181-1-30-2
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,30,OLYEJO,3,JAO CHAPEL,265,5,11,2,3,33,0,0,140,199,194,5,0,O-33-181-1-30-3
33,NEBBI,181,JONAM COUNTY,1,PAKWACH,30,OLYEJO,4,MULIMA,508,5,10,7,5,66,1,0,257,380,351,29,0,O-33-181-1-30-4
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,1,POVUNGU WEST WARD,1,KANISA KAPONDO,758,3,7,4,2,193,1,5,311,555,526,29,0,O-33-181-2-1-1
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,1,POVUNGU WEST WARD,2,U.C.C. PAKWACH,389,3,4,2,3,96,0,0,121,249,229,20,0,O-33-181-2-1-2
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,1,POVUNGU WEST WARD,3,PAKWACH HEALTH CENTRE,121,1,1,1,1,26,1,0,36,72,67,5,0,O-33-181-2-1-3
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,1,POVUNGU WEST WARD,9,PAJOBI P. SCHOOL,568,4,23,1,0,112,1,2,242,401,385,16,0,O-33-181-2-1-9
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,1,POVUNGU WEST WARD,10,PAKWACH T.C. OFFICE,872,3,11,1,2,219,2,2,303,557,543,14,0,O-33-181-2-1-10
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,2,AMOR  EAST WARD,1,PATWE CENTRE,462,6,8,4,3,119,0,2,184,357,326,31,0,O-33-181-2-2-1
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,2,AMOR  EAST WARD,2,OWERE STATION,414,1,12,4,2,90,1,1,213,346,324,22,0,O-33-181-2-2-2
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,2,AMOR  EAST WARD,3,OWERE PRIMARY SCHOOL,713,9,26,3,7,123,3,3,331,529,505,24,0,O-33-181-2-2-3
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,2,AMOR  EAST WARD,4,ST. PAUL KANISA,778,15,36,3,7,174,3,1,285,566,524,42,0,O-33-181-2-2-4
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,20,AMOR  WEST WARD,1,AYARA PRIMARY SCHOOL,732,10,24,8,3,153,2,3,268,497,471,26,0,O-33-181-2-20-1
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,20,AMOR  WEST WARD,2,PAJABAR C.O.U,562,1,14,2,1,140,0,0,258,436,416,20,0,O-33-181-2-20-2
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,20,AMOR  WEST WARD,3,WANG - KAWA P. SCHOOL,218,1,4,3,0,55,0,1,85,157,149,8,0,O-33-181-2-20-3
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,20,AMOR  WEST WARD,4,JUMEDI TEE MANGO,819,5,26,4,4,120,1,0,362,552,522,30,0,O-33-181-2-20-4
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,21,POVUNGU CENTRAL WARD,1,JUKAAL TEE MANGO,593,3,8,1,0,114,1,1,276,421,404,17,0,O-33-181-2-21-1
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,21,POVUNGU CENTRAL WARD,3,KANISA-PUVUNGU,541,5,11,0,2,79,1,1,239,364,338,26,0,O-33-181-2-21-3
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,21,POVUNGU CENTRAL WARD,4,OMACH P/SCHOOL,363,4,8,0,0,79,0,1,154,253,246,7,0,O-33-181-2-21-4
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,21,POVUNGU CENTRAL WARD,6,MUGOBE,712,2,16,3,4,167,2,1,309,540,504,36,0,O-33-181-2-21-6
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,22,POVUNGU EAST WARD,1,PUYOO THECWA OGWENG,846,15,35,5,4,163,5,3,370,625,600,25,0,O-33-181-2-22-1
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,22,POVUNGU EAST WARD,2,PAKWACH PUBLIC P/SCHOOL,741,3,4,4,3,171,1,3,252,471,441,30,0,O-33-181-2-22-2
33,NEBBI,181,JONAM COUNTY,2,PAKWACH TOWN COUNCIL,22,POVUNGU EAST WARD,3,WANGLEI,358,1,6,1,1,88,0,1,104,227,202,25,0,O-33-181-2-22-3
33,NEBBI,181,JONAM COUNTY,3,PANYANGO,7,PACEGO,1,PACEGO P/SCHOOL,697,8,18,4,3,193,1,3,209,452,439,13,0,O-33-181-3-7-1
