Dist_no_2011,Dist_name_2011,Const_no,Const_name_2011,Sbty_no,Sbty_name,Par_no,Par_name,Stn_no,Station_string_2011,Reg.Voters,A.Bwanika,K.Besigye.K,B.O.K.Namisango,B.S.Jaberi,M.Norbert,O.Otunnu,S.L.M.Walter,Y.K.Museveni,T.Votes,V.Votes,Inv.Votes,V.Spoilt,NULLIFIED,NON_REP,Original_Station_ID_2011
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,034,KABUYIMBA,01,KIMBEJJA,214,0,3,0,1,1,0,0,129,146,134,12,2,0,0,O-31-167-1-34-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,034,KABUYIMBA,02,KABUYIMBA,368,1,22,1,1,0,0,0,186,212,211,1,0,0,0,O-31-167-1-34-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,034,KABUYIMBA,03,BUSOOLO,77,0,5,0,1,0,0,0,49,60,55,5,1,0,0,O-31-167-1-34-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,028,KALAATA,01,KITEREDDE,678,1,52,2,2,0,0,0,195,265,252,13,0,0,0,O-31-167-1-28-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,028,KALAATA,02,KIGUNDA/KAG AGABA,889,2,48,0,2,1,0,1,350,412,404,8,0,0,0,O-31-167-1-28-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,028,KALAATA,03,KALATA,370,0,30,0,0,3,0,0,181,219,214,5,0,0,0,O-31-167-1-28-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,036,KASAMBA,01,KABUGA,63,0,19,0,0,0,0,0,22,42,41,1,0,0,0,O-31-167-1-36-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,005,KIZIBAWO,01,KITOKOLO,452,2,80,0,4,1,0,2,220,311,309,2,0,0,0,O-31-167-1-5-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,005,KIZIBAWO,02,KIJJUKIRA,757,1,63,2,3,2,0,2,390,489,463,26,0,0,0,O-31-167-1-5-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,005,KIZIBAWO,03,KALONGO TOWN,553,1,102,3,1,0,0,0,244,358,351,7,0,0,0,O-31-167-1-5-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,027,NAMIRYANGO,01,KASEBWEMBE,691,0,64,5,2,2,0,0,328,412,401,11,1,0,0,O-31-167-1-27-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,027,NAMIRYANGO,02,BUJONJO,643,2,60,1,2,1,1,0,323,398,390,8,0,0,0,O-31-167-1-27-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,027,NAMIRYANGO,03,KIJWANGANYA,415,0,40,1,1,2,0,1,192,260,237,23,0,0,0,O-31-167-1-27-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,027,NAMIRYANGO,04,LWAWUNA,285,1,31,1,1,1,0,0,115,156,150,6,1,0,0,O-31-167-1-27-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,009,NCWAMAZI,01,NCWAMAZZI,300,2,42,1,1,0,0,1,137,186,184,2,1,0,0,O-31-167-1-9-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,009,NCWAMAZI,03,KATEMA,334,0,28,2,1,0,1,0,198,233,230,3,0,0,0,O-31-167-1-9-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,01,BUKUYA,009,NCWAMAZI,06,KAMONDO,377,0,38,0,0,1,0,0,131,179,170,9,0,0,0,O-31-167-1-9-6
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,010,BWEYONGEDD E,01,BWEYONGEDD E,"1,127",6,64,4,0,3,1,0,429,535,507,28,0,0,0,O-31-167-3-10-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,010,BWEYONGEDD E,04,BULAGANO,596,1,22,0,0,7,2,0,272,313,304,9,0,0,0,O-31-167-3-10-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,010,BWEYONGEDD E,05,KABULAMULIR O,350,1,23,0,0,0,0,1,206,238,231,7,0,0,0,O-31-167-3-10-5
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,010,BWEYONGEDD E,07,KALWANGA,295,1,10,1,0,2,0,1,164,183,179,4,1,0,0,O-31-167-3-10-7
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,033,DDALAMBA,01,KIBASI T/CENTRE,361,0,40,1,0,0,0,0,161,208,202,6,0,0,0,O-31-167-3-33-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,033,DDALAMBA,02,NAKASOZI,142,0,13,0,0,0,0,0,72,89,85,4,0,0,0,O-31-167-3-33-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,033,DDALAMBA,03,DDALAMBA PRIMARY SCHOOL,456,4,33,1,0,1,0,0,181,240,220,20,0,0,0,O-31-167-3-33-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,012,KASAAZI,01,KABULUBUTU,679,4,102,4,0,5,0,0,296,424,411,13,0,0,0,O-31-167-3-12-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,012,KASAAZI,03,KASAAZI,620,3,99,3,0,2,0,0,239,363,346,17,0,0,0,O-31-167-3-12-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,012,KASAAZI,07,KYANSOLE,156,0,38,0,0,1,0,0,48,88,87,1,1,0,0,O-31-167-3-12-7
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,013,KIKANDWA,01,KIKANDWA UMEA,217,0,24,3,0,0,0,0,91,124,118,6,0,0,0,O-31-167-3-13-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,013,KIKANDWA,02,NDAGI CHURCH,539,0,49,0,0,0,1,1,205,262,256,6,0,0,0,O-31-167-3-13-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,013,KIKANDWA,03,KIKANDWA TOWN,712,0,80,2,0,4,2,0,256,349,344,5,0,0,0,O-31-167-3-13-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,013,KIKANDWA,04,KITEREDDE,345,1,27,3,0,2,1,1,165,202,200,2,0,0,0,O-31-167-3-13-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,013,KIKANDWA,06,BUSULA T/CENTRE,334,2,44,0,0,1,0,0,164,224,211,13,0,0,0,O-31-167-3-13-6
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,020,KYABALANZI,01,KYABALANZI,609,1,43,1,0,0,0,0,324,389,369,20,3,0,0,O-31-167-3-20-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,020,KYABALANZI,02,KABUGA,416,0,29,0,0,0,0,0,247,279,276,3,0,0,0,O-31-167-3-20-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,044,LWABAZA,01,LWABAZA,669,2,42,2,0,2,0,1,311,375,360,15,0,0,0,O-31-167-3-44-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,044,LWABAZA,02,KYABAKULUN GO,410,0,10,1,0,0,0,0,273,292,284,8,0,0,0,O-31-167-3-44-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,044,LWABAZA,03,KACWI TOWN,341,0,2,0,0,0,0,0,215,239,217,22,0,0,0,O-31-167-3-44-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,046,MAYIRIKITI,01,MAYIRIKITI PRIMARY SCHOOL,874,4,40,2,0,0,1,1,344,410,392,18,0,0,0,O-31-167-3-46-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,046,MAYIRIKITI,03,KALAGALA,239,0,7,1,0,0,0,0,119,137,127,10,0,0,0,O-31-167-3-46-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,046,MAYIRIKITI,04,KIKUBE T/CENTRE,435,1,16,1,0,0,1,0,224,250,243,7,0,0,0,O-31-167-3-46-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,046,MAYIRIKITI,05,KITOOLO,362,3,14,1,0,0,0,0,210,234,228,6,0,0,0,O-31-167-3-46-5
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,047,NAKATEETE,01,LWANGIRI,494,3,68,0,0,2,0,1,202,280,276,4,0,0,0,O-31-167-3-47-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,047,NAKATEETE,02,NAKATEETE,585,5,129,0,0,2,0,0,201,339,337,2,0,0,0,O-31-167-3-47-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,047,NAKATEETE,03,TTUBA,401,2,81,0,0,2,0,2,131,227,218,9,0,0,0,O-31-167-3-47-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,03,KALWANA,047,NAKATEETE,04,KYANAMUNU NGU,247,2,63,0,0,0,0,1,91,160,157,3,0,0,0,O-31-167-3-47-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,031,BINIKIRA,01,BINIKIRA,548,5,72,1,2,8,1,0,301,406,390,16,0,0,0,O-31-167-2-31-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,031,BINIKIRA,02,KYAMASANSA,131,0,30,0,2,1,0,0,65,101,98,3,0,0,0,O-31-167-2-31-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,011,KAMULI,03,BEST HOURS P/SCHOOL,805,0,93,3,0,2,0,0,383,494,481,13,0,0,0,O-31-167-2-11-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,011,KAMULI,05,MALABIGAMB O,185,0,15,0,1,0,0,0,96,117,112,5,0,0,0,O-31-167-2-11-5
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,011,KAMULI,07,KINYONYI A,124,0,11,0,0,0,0,1,65,81,77,4,0,0,0,O-31-167-2-11-7
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,050,KAMULI NJAGALA,01,NTUUMA,289,0,49,6,0,1,0,1,97,162,154,8,1,0,0,O-31-167-2-50-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,050,KAMULI NJAGALA,02,KAMULI,875,0,82,3,0,5,0,0,460,564,550,14,0,0,0,O-31-167-2-50-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,030,KASAMBYA,01,KASAMBYA,670,1,110,4,5,6,0,2,331,475,459,16,3,0,0,O-31-167-2-30-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,01,KITONGO,610,0,81,2,0,5,0,0,191,298,279,19,0,0,0,O-31-167-2-14-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,02,MIREMBE,841,2,69,2,1,11,0,1,377,481,463,18,1,0,0,O-31-167-2-14-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,03,KASANDA S/C HQTRS,543,4,63,5,1,17,1,0,147,245,238,7,2,0,0,O-31-167-2-14-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,04,DWALIRO A,420,0,52,2,0,8,1,0,156,229,219,10,0,0,0,O-31-167-2-14-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,05,MAKONZI,269,3,30,3,0,7,0,2,123,174,168,6,0,0,0,O-31-167-2-14-5
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,06,KAWAAWA,398,2,41,1,1,2,0,1,218,273,266,7,2,0,0,O-31-167-2-14-6
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,07,MIJUBWE,265,1,23,2,1,2,0,0,120,164,149,15,0,0,0,O-31-167-2-14-7
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,08,DWALIRO B,910,0,133,12,3,15,1,1,295,469,460,9,0,0,0,O-31-167-2-14-8
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,014,KITONGO,09,KASSANDA SECONDARY,225,2,43,0,0,2,0,0,68,123,115,8,0,0,0,O-31-167-2-14-9
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,021,KYANIKA,01,KYANIKA P/S,394,3,75,1,2,0,0,1,188,277,270,7,2,0,0,O-31-167-2-21-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,021,KYANIKA,02,NAMASWANT A,567,5,123,1,1,3,0,1,245,401,379,22,1,0,0,O-31-167-2-21-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,021,KYANIKA,03,KALAMA,355,0,49,0,0,0,0,1,207,260,257,3,0,0,0,O-31-167-2-21-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,041,KYOGA,01,KYOGA C.O.U,425,0,65,6,1,1,0,0,191,274,264,10,1,0,0,O-31-167-2-41-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,041,KYOGA,02,LUSOLO P/SCHOOL,501,2,70,0,2,7,2,3,233,320,319,1,1,0,0,O-31-167-2-41-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,043,LUSABA,01,LUSABA,458,5,69,0,3,9,0,2,204,318,292,26,1,0,0,O-31-167-2-43-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,043,LUSABA,02,NAMATUBA,136,0,12,1,0,1,0,0,66,84,80,4,0,0,0,O-31-167-2-43-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,022,MAGGWA,01,BUSWA,419,0,57,3,1,13,0,0,190,274,264,10,2,0,0,O-31-167-2-22-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,022,MAGGWA,02,JUMA,284,0,40,2,0,3,0,1,171,227,217,10,0,0,0,O-31-167-2-22-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,022,MAGGWA,03,MAGGWA B,465,0,76,0,1,3,0,1,223,317,304,13,0,0,0,O-31-167-2-22-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,045,MANYOGASEK A,01,MANYOGASEK A T/CENTRE,315,2,53,0,0,0,0,0,158,228,213,15,2,0,0,O-31-167-2-45-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,045,MANYOGASEK A,02,BUSIRIMU PRI SCH,433,1,51,3,0,3,0,1,209,272,268,4,0,0,0,O-31-167-2-45-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,015,NABUGONDO,02,KYABABEEZI,369,0,37,1,0,0,0,1,219,268,258,10,0,0,0,O-31-167-2-15-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,015,NABUGONDO,04,LUSAANA? KIRAMBULA,355,5,28,4,3,3,0,0,200,251,243,8,0,0,0,O-31-167-2-15-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,015,NABUGONDO,05,KYERIMA,340,1,32,3,4,0,0,1,212,255,253,2,1,0,0,O-31-167-2-15-5
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,016,NAMABAALE,01,NAMABAALE,597,3,40,1,0,1,0,0,253,334,298,36,0,0,0,O-31-167-2-16-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,016,NAMABAALE,04,KATEMWA,543,0,24,0,0,2,0,1,302,334,329,5,0,0,0,O-31-167-2-16-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,016,NAMABAALE,05,LUKOKO,311,0,13,0,0,0,0,1,195,218,209,9,0,0,0,O-31-167-2-16-5
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,049,NAMIRINGA,01,JEMBA,513,0,88,2,0,5,0,0,254,354,349,5,0,0,0,O-31-167-2-49-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,049,NAMIRINGA,02,NANULA,562,1,87,6,0,10,0,2,244,354,350,4,0,0,0,O-31-167-2-49-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,049,NAMIRINGA,03,MIREMBE MARIA,442,0,43,4,0,9,0,0,216,284,272,12,2,0,0,O-31-167-2-49-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,049,NAMIRINGA,04,KABUUKA,389,0,34,1,0,1,0,1,274,320,311,9,1,0,0,O-31-167-2-49-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,017,NAMIRINGA (LWANTALE),02,KAKOOWE,684,0,125,2,8,2,0,2,309,468,448,20,0,0,0,O-31-167-2-17-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,017,NAMIRINGA (LWANTALE),04,KITULEGE,259,1,31,2,4,0,0,0,166,209,204,5,0,0,0,O-31-167-2-17-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,02,KASSANDA,017,NAMIRINGA (LWANTALE),08,KIRWANIRE,268,0,23,0,2,1,1,0,129,162,156,6,0,0,0,O-31-167-2-17-8
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,032,BUCOOCO,01,BUCOOCO,480,0,78,3,0,5,2,0,192,290,280,10,0,0,0,O-31-167-4-32-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,024,BULINIMULA,01,LUGAZI,975,1,22,0,0,1,2,2,438,476,466,10,0,0,0,O-31-167-4-24-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,024,BULINIMULA,02,BULINIMULA,748,1,29,1,0,0,1,2,441,483,475,8,0,0,0,O-31-167-4-24-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,024,BULINIMULA,03,BUYONDO,285,1,28,0,0,0,0,0,171,212,200,12,0,0,0,O-31-167-4-24-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,029,BUSEREGENYU,01,BUSEREGENYU,898,0,17,0,0,0,1,0,497,546,515,31,1,0,0,O-31-167-4-29-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,029,BUSEREGENYU,04,KYAMUKASA,603,1,9,1,0,1,0,0,234,248,246,2,0,0,0,O-31-167-4-29-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,023,KALAGALA,01,KALAGALA,533,0,35,0,0,1,0,1,296,344,333,11,0,0,0,O-31-167-4-23-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,023,KALAGALA,03,KANDEGEYA CHURCH,748,2,38,0,0,0,0,0,444,505,484,21,0,0,0,O-31-167-4-23-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,035,KAMUSENENE,01,KAMUSENENE,940,0,36,0,0,0,0,1,598,667,635,32,0,0,0,O-31-167-4-35-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,037,KIGUDDE,01,KIGUDDE,357,0,12,0,0,0,0,0,202,227,214,13,0,0,0,O-31-167-4-37-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,037,KIGUDDE,02,KAZIIKIZA,624,0,27,1,0,0,0,0,332,370,360,10,1,0,0,O-31-167-4-37-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,037,KIGUDDE,03,KIGUDDE B,526,2,10,0,0,1,0,2,306,321,321,0,6,0,0,O-31-167-4-37-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,004,KIJJUNA,01,LUGINGI C & D,242,1,8,0,0,0,0,0,134,147,143,4,0,0,0,O-31-167-4-4-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,004,KIJJUNA,02,DDINGO,859,1,46,3,0,4,1,1,475,577,531,46,0,0,0,O-31-167-4-4-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,004,KIJJUNA,04,NYONGA,383,2,26,0,0,1,2,0,146,188,177,11,0,0,0,O-31-167-4-4-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,019,KIRYAJOOBYO,01,KIRYAJOOBYO,269,3,21,1,0,2,0,1,136,169,164,5,0,0,0,O-31-167-4-19-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,019,KIRYAJOOBYO,02,KAMWALO,394,0,45,1,0,3,0,0,169,264,218,46,2,0,0,O-31-167-4-19-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,038,KISIITA,01,KISIITA T/CENTRE,582,2,21,0,0,1,0,1,326,367,351,16,0,0,0,O-31-167-4-38-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,038,KISIITA,02,KICUCULA PRI SCH,661,1,15,0,0,0,2,0,307,341,325,16,0,0,0,O-31-167-4-38-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,025,KITUMBI,01,KITUMBI A,542,1,4,0,0,1,0,1,198,229,205,24,0,0,0,O-31-167-4-25-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,025,KITUMBI,02,LUBAALI,916,0,14,1,0,1,0,0,311,368,327,41,0,0,0,O-31-167-4-25-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,025,KITUMBI,03,KATUUGO,537,0,17,0,0,1,3,0,189,236,210,26,0,0,0,O-31-167-4-25-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,025,KITUMBI,04,ST. KISZITO P/S LUBALI [A ? M],554,0,9,0,0,1,0,0,272,307,282,25,0,0,0,O-31-167-4-25-4
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,025,KITUMBI,05,ST. KISZITO P/S LUBALI [N ? Z],536,0,14,1,0,1,1,0,316,351,333,18,2,0,0,O-31-167-4-25-5
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,025,KITUMBI,06,KITUMBI B,830,0,15,0,0,0,0,0,250,278,265,13,0,0,0,O-31-167-4-25-6
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,039,KIZIIKA,01,KIDUDUMA,371,0,0,0,0,1,0,0,93,95,94,1,0,0,0,O-31-167-4-39-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,039,KIZIIKA,02,KALYABULO,312,1,7,0,0,0,0,0,56,70,64,6,1,0,0,O-31-167-4-39-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,040,KYAMULINGA,01,KYAMULINGA,296,0,25,0,0,3,0,0,127,157,155,2,0,0,0,O-31-167-4-40-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,040,KYAMULINGA,02,ST. MBUGA P/SCHOOL,554,6,56,2,0,2,0,0,326,397,392,5,1,0,0,O-31-167-4-40-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,018,KYATO,01,BUKOBA,836,1,27,0,0,0,0,1,433,468,462,6,0,0,0,O-31-167-4-18-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,018,KYATO,02,BUWEJJE,634,1,25,1,0,0,0,0,345,394,372,22,1,0,0,O-31-167-4-18-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,042,LUGINGI,01,NAZALETH,761,1,34,5,0,4,1,1,409,469,455,14,0,0,0,O-31-167-4-42-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,042,LUGINGI,02,LUGINGI A & B,499,1,16,0,0,3,0,0,243,269,263,6,3,0,0,O-31-167-4-42-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,007,MBIRIIZI,01,KIGUDDE A,449,0,14,2,0,0,0,0,195,241,211,30,0,0,0,O-31-167-4-7-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,007,MBIRIIZI,02,MBIRIIZI,759,0,20,0,0,0,0,1,411,468,432,36,0,0,0,O-31-167-4-7-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,007,MBIRIIZI,03,KYALWOLERA,714,1,23,1,0,1,0,2,348,391,376,15,0,0,0,O-31-167-4-7-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,008,MUNDADDE,01,NFUKA,"1,066",1,37,0,0,5,1,1,418,484,463,21,0,0,0,O-31-167-4-8-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,04,KITUMBI,008,MUNDADDE,02,KATUGO,414,0,10,1,0,2,0,0,108,126,121,5,0,0,0,O-31-167-4-8-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,001,BBIRA,01,BBIRA,194,0,8,1,0,1,0,0,110,123,120,3,0,0,0,O-31-167-5-1-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,001,BBIRA,02,KIKALAALA,302,0,6,0,0,0,0,1,197,208,204,4,1,0,0,O-31-167-5-1-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,026,BULYAMBIDDE,01,MABUUBI,206,1,15,1,3,1,0,0,88,111,109,2,1,0,0,O-31-167-5-26-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,026,BULYAMBIDDE,02,NAMAKONKO ME,208,1,7,0,0,0,0,0,93,109,101,8,1,0,0,O-31-167-5-26-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,026,BULYAMBIDDE,03,BULYAMBIDDE,406,2,21,2,0,0,0,2,235,270,262,8,0,0,0,O-31-167-5-26-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,051,KAWASA,01,KAWASA,211,0,9,1,0,0,0,0,131,142,141,1,0,0,0,O-31-167-5-51-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,052,KYABAKADE,01,KYABAKADDE,262,1,9,0,0,2,0,0,197,214,209,5,1,0,0,O-31-167-5-52-1
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,006,MAKOKOTO,02,KASIRYE,440,2,71,1,0,1,0,2,170,250,247,3,1,0,0,O-31-167-5-6-2
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,006,MAKOKOTO,03,KUZIMU,278,0,47,1,0,2,0,0,82,136,132,4,0,0,0,O-31-167-5-6-3
031,MUBENDE,167,KASSANDA COUNTY NORTH,05,MAKOKOTO,048,NAMAKONKO ME,01,NAMAKONKO ME,401,0,79,3,1,2,0,3,101,196,189,7,0,0,0,O-31-167-5-48-1
031,MUBENDE,168,KASSANDA COUNTY SOUTH,01,KIGANDA,001,KAMUSENENE,01,KAMUSENENE,655,3,99,2,0,1,0,1,266,381,372,9,0,0,0,O-31-168-1-1-1
031,MUBENDE,168,KASSANDA COUNTY SOUTH,01,KIGANDA,001,KAMUSENENE,02,KATAYIZA,485,3,76,0,0,0,0,1,226,318,306,12,1,0,0,O-31-168-1-1-2
031,MUBENDE,168,KASSANDA COUNTY SOUTH,01,KIGANDA,001,KAMUSENENE,03,KYASAMPAWO,299,1,31,0,0,0,0,0,156,195,188,7,1,0,0,O-31-168-1-1-3
